Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2018,February,2018 1,France,Auckland,Visiting friends / relatives,Staying with family or friends,67,21.5,3803.6845335,2
2018,February,2018 1,France,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",51.166666666666664,22.833333333333332,7707.5091875,6
2018,February,2018 1,France,Christchurch,Visiting friends / relatives,Staying with family or friends,62,18,2296.795473,1
2018,February,2018 1,France,Queenstown,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37,18,28748.10627,1
2018,February,2018 1,Germany,Auckland,Conference / convention,"Motel, Motor Inn or Serviced Apartment",32,21,1436.94749,1
2018,February,2018 1,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",41.76190476190476,27.142857142857142,5524.3206882147615,21
2018,February,2018 1,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,45.333333333333336,24,4958.877614,3
2018,February,2018 1,Germany,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",41.23076923076923,22.615384615384617,6259.810142538461,13
2018,February,2018 1,Germany,Christchurch,Visiting friends / relatives,Camping at a National Park / Department of Conservation camping ground,29.5,18,2662.5791735000003,2
2018,February,2018 1,Germany,Queenstown,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,28.666666666666668,22,4663.614384333334,3
2018,February,2018 1,Hong Kong (Special Administrative Region),Auckland,Holiday / vacation,Hotel,42,13,2934.5595554,5
2018,February,2018 1,Hong Kong (Special Administrative Region),Auckland,Visiting friends / relatives,Staying with family or friends,27,4,1219,1
2018,February,2018 1,Hong Kong (Special Administrative Region),Christchurch,Holiday / vacation,Private Hotel / Guesthouse,36,11,2443.2482275,2
2018,February,2018 1,Hungary,Auckland,Conference / convention,Hotel,27,4,3880,1
2018,February,2018 1,India,Auckland,Holiday / vacation,Private Hotel / Guesthouse,44.5,5,5153.9019811,2
2018,February,2018 1,India,Christchurch,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",47,13,6541.097481,4
2018,February,2018 1,Indonesia,Auckland,Holiday / vacation,Hotel,32,11,2500,1
2018,February,2018 1,Ireland,Auckland,Holiday / vacation,Hotel,32,17,8452.632297,1
2018,February,2018 1,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,57,24.8,3611.19321698,5
2018,February,2018 1,Ireland,Wellington,Holiday / vacation,Hotel,42,2,507.1579378,1
2018,February,2018 1,Israel,Auckland,Holiday / vacation,Backpackers,32,33,4970.949125,1
2018,February,2018 1,Israel,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",62,19,8254.068134,1
2018,February,2018 1,Italy,Auckland,Business,House / flat that you paid some rent for,42,11,4733.474086,1
2018,February,2018 1,Italy,Auckland,Holiday / vacation,In a hut at a National Park / Department of Conservation area,41,17.4,3004.4173985400002,5
2018,February,2018 1,Italy,Queenstown,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47,21,2535.789689,1
2018,February,2018 1,Japan,Auckland,Business,Hotel,44.857142857142854,4.857142857142857,1967.1402394279999,7
2018,February,2018 1,Japan,Auckland,Conference / convention,Hotel,42,7,1269.279982,1
2018,February,2018 1,Japan,Auckland,Education,Student residence,21.333333333333332,33.666666666666664,1979.8033736623333,3
2018,February,2018 1,Japan,Auckland,Holiday / vacation,Hotel,39.11538461538461,7.538461538461538,3087.955619776846,26
2018,February,2018 1,Japan,Auckland,Other,"Youth Hostel, YMCA, YWCA",57,13,1091.580785,1
2018,February,2018 1,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,32,8.142857142857142,2186.329119285714,7
2018,February,2018 1,"Korea, Republic of",Auckland,Business,"Motel, Motor Inn or Serviced Apartment",40,9.8,2285.27860916,5
2018,February,2018 1,"Korea, Republic of",Auckland,Conference / convention,"Youth Hostel, YMCA, YWCA",43.25,4.75,5954.77173365175,4
2018,February,2018 1,"Korea, Republic of",Auckland,Holiday / vacation,Hotel,46.470588235294116,7.7254901960784315,3351.796455147765,51
2018,February,2018 1,"Korea, Republic of",Auckland,Other,Hotel,59.5,7.5,3833.9783545,2
2018,February,2018 1,"Korea, Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,44.5,10.166666666666666,2611.9600258333335,6
2018,February,2018 1,Lithuania,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,14,2113.158074,1
2018,February,2018 1,Malaysia,Christchurch,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",52,6.5,3836.899239,2
2018,February,2018 1,Namibia,Auckland,Other,Private Hotel / Guesthouse,57,3,625,1
2018,February,2018 1,Netherlands,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",45.75,27.333333333333332,6276.12733990875,12
2018,February,2018 1,Netherlands,Auckland,Visiting friends / relatives,Staying with family or friends,43,63.6,6040.6320228,5
2018,February,2018 1,Netherlands,Christchurch,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,54.5,26.75,9065.44813775,4
2018,February,2018 1,Netherlands,Wellington,Business,Hotel,57,3,1425.83,1
2018,February,2018 1,New Caledonia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",67,15,3803.684533,1
2018,February,2018 1,Northern Ireland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",57,34,16345.724925,3
2018,February,2018 1,Northern Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,62,29,2862.570569,1
2018,February,2018 1,Northern Ireland,Queenstown,Holiday / vacation,Hotel,72,14,5733.56491,1
2018,February,2018 1,Norway,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",67,28,1701.673475,1
2018,February,2018 1,Norway,Wellington,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",47,10,8770.918443,1
2018,February,2018 1,Philippines,Auckland,Holiday / vacation,A house you own,27,6,1500,1
2018,February,2018 1,Philippines,Auckland,Visiting friends / relatives,Staying with family or friends,42,12,4127.034067,1
2018,February,2018 1,Philippines,Christchurch,Holiday / vacation,Farm-stay or Home-stay,27,6,1604.957693,1
2018,February,2018 1,Poland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",57,11.5,3897.637775,2
2018,February,2018 1,Poland,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",42,45,8452.632297,1
2018,February,2018 1,Portugal,Auckland,Holiday / vacation,Hotel,27,6,540.6731885,1
2018,February,2018 1,Romania,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",27,32,5916.842608,1
2018,February,2018 1,Scotland,Auckland,Holiday / vacation,Staying with family or friends,54.5,28.5,1244.09754785,2
2018,February,2018 1,Scotland,Auckland,Visiting friends / relatives,Staying with family or friends,57,23.75,3283.516416625,8
2018,February,2018 1,Scotland,Christchurch,Holiday / vacation,Hotel,62,30.5,11811.400105,2
2018,February,2018 1,Scotland,Christchurch,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",64.5,21.5,7399.3039505,2
2018,February,2018 1,Scotland,Wellington,Holiday / vacation,Hotel,47,14,8708.682835,1
2018,February,2018 1,Scotland,Wellington,Visiting friends / relatives,Staying with family or friends,62,21,1913.996227,1
2018,February,2018 1,Serbia,Auckland,Visiting friends / relatives,Staying with family or friends,22,25,2873.894981,1
2018,February,2018 1,Singapore,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37,6.333333333333333,3414.174253,3
2018,February,2018 1,Singapore,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",29.5,11.5,2694.146545,2
2018,February,2018 1,Slovakia,Auckland,Education,House / flat that you paid some rent for,32,13,4564.42144,1
2018,February,2018 1,Slovakia,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",34.5,18,4015.000341,2
2018,February,2018 1,South Africa,Auckland,Business,Hotel,37,3,4552,1
2018,February,2018 1,South Africa,Auckland,Other,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",47,15,1784.830292,1
2018,February,2018 1,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,50.75,19,2165.135816225,4
2018,February,2018 1,South Africa,Christchurch,Holiday / vacation,Staying with family or friends,52,17,8000,1
2018,February,2018 1,South Africa,Christchurch,Visiting friends / relatives,Staying with family or friends,47,10,3000,1
2018,February,2018 1,Spain,Auckland,Other,House / flat that you paid some rent for,47,25,3719.15821,1
2018,February,2018 1,Spain,Auckland,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",52,28,5494.210993,1
2018,February,2018 1,Sri Lanka,Christchurch,Visiting friends / relatives,Staying with family or friends,62,15,400,1
2018,February,2018 1,Sweden,Auckland,Holiday / vacation,Hotel,47,22.75,8175.24297725,4
2018,February,2018 1,Sweden,Christchurch,Holiday / vacation,"Youth Hostel, YMCA, YWCA",67,26,11028.62688,1
2018,February,2018 1,Sweden,Christchurch,Other,Hotel,57,17,8664.880962,1
2018,February,2018 1,Sweden,Wellington,Conference / convention,Hotel,32,5,574.1988682,1
2018,February,2018 1,Switzerland,Auckland,Holiday / vacation,Private Hotel / Guesthouse,33.111111111111114,23.444444444444443,6758.2883133333335,9
2018,February,2018 1,Switzerland,Auckland,Visiting friends / relatives,Yacht or other boat,42,23.5,2017.8948445,2
2018,February,2018 1,Switzerland,Christchurch,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",52,18,18363.89751,1
2018,February,2018 1,Switzerland,Queenstown,Holiday / vacation,Backpackers,42,22,2220,1
2018,February,2018 1,Taiwan,Auckland,Business,Backpackers,47,8,1550,1
2018,February,2018 1,Taiwan,Auckland,Holiday / vacation,Bed and Breakfast,38.5,13.8,11967.50513273,10
2018,February,2018 1,Taiwan,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,42,14,3759.036669,1
2018,February,2018 1,Taiwan,Christchurch,Holiday / vacation,Backpackers,22,8,2349.397918,1
2018,February,2018 1,Taiwan,Queenstown,Holiday / vacation,House / flat that you paid some rent for,27,11,2100,1
2018,February,2018 1,Thailand,Auckland,Holiday / vacation,Hotel,47,14,5502.712089,1
2018,February,2018 1,United Arab Emirates,Queenstown,Visiting friends / relatives,Staying with family or friends,37,17,1000,1
2018,February,2018 1,United States of America,Auckland,Business,A house you own,48,10.2,3474.3741196,5
2018,February,2018 1,United States of America,Auckland,Holiday / vacation,Hotel,56.6271186440678,13.497175141242938,12610.856017735594,59
2018,February,2018 1,United States of America,Auckland,Other,Staying with family or friends,52,23,1000,1
2018,February,2018 1,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,45.18181818181818,11.363636363636363,2493.3953951454546,11
2018,February,2018 1,United States of America,Christchurch,Holiday / vacation,Bed and Breakfast,47,12.375,4102.4503712,8
2018,February,2018 1,United States of America,Queenstown,Holiday / vacation,Hotel,62,15,15003.56528,1
2018,February,2018 1,United States of America,Wellington,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",42,4,12587.4539,1
2018,February,2018 1,United States of America,Wellington,Holiday / vacation,Hotel,70.75,15,8812.273174,4
2018,February,2018 1,United States of America,Wellington,Visiting friends / relatives,Hotel,42,6,1088.59302215,2
2018,February,2018 1,Wales,Auckland,Visiting friends / relatives,Staying with family or friends,67,33,1913.996227,1
2018,February,2018 1,Wales,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",53.25,21.5,4763.932408000001,4
2018,February,2018 1,Wales,Christchurch,Visiting friends / relatives,Staying with family or friends,67,32,969,1
2018,February,2018 2,Austria,Auckland,Holiday / vacation,Backpackers,42,56,11000,1
2018,February,2018 2,Austria,Christchurch,Holiday / vacation,Hotel,57,55,5921.980504,1
2018,February,2018 2,Belgium,Auckland,Education,House / flat that you paid some rent for,22,136,14043.55377,1
2018,February,2018 2,Belgium,Auckland,Holiday / vacation,Staying with family or friends,47,61,9305.969363,1
2018,February,2018 2,Canada,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",57,44.75,11534.202514,4
2018,February,2018 2,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,62,54,8000,1
2018,February,2018 2,"China, People's Republic of",Auckland,Holiday / vacation,Farm-stay or Home-stay,30.333333333333332,47.333333333333336,5915.030983333333,3
2018,February,2018 2,"China, People's Republic of",Auckland,Other,A house you own,27,13,15000,1
2018,February,2018 2,Denmark,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",22,104,11357.41925,1
2018,February,2018 2,England,Auckland,Business,House / flat that you paid some rent for,67,73,6000,1
2018,February,2018 2,England,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",44.5,53,7483.572558,2
2018,February,2018 2,England,Auckland,Visiting friends / relatives,Staying with family or friends,69.6,73,4069.364609,5
2018,February,2018 2,England,Christchurch,Holiday / vacation,House / flat that you paid some rent for,57,88,7724.978124,1
2018,February,2018 2,England,Queenstown,Other,House / flat that you paid some rent for,27,128,5952.9651,1
2018,February,2018 2,England,Wellington,Visiting friends / relatives,Staying with family or friends,62,84,5793.733593,1
2018,February,2018 2,Finland,Auckland,Holiday / vacation,In a hut at a National Park / Department of Conservation area,34.5,72,5160.5830105000005,2
2018,February,2018 2,France,Auckland,Business,House / flat that you paid some rent for,27,212.5,5479.986074,2
2018,February,2018 2,France,Auckland,Other,NOT SURE,27,112,8395.589973,1
2018,February,2018 2,Germany,Auckland,Education,"Youth Hostel, YMCA, YWCA",22,125,6767.977719,1
2018,February,2018 2,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",34.6,82,9692.253213599999,5
2018,February,2018 2,Germany,Auckland,Other,Backpackers,32,90,10151.96658,1
2018,February,2018 2,Germany,Auckland,Visiting friends / relatives,Farm-stay or Home-stay,32,115,10000,1
2018,February,2018 2,Germany,Christchurch,Education,Staying with family or friends,20,81,3383.988859,1
2018,February,2018 2,Germany,Christchurch,Holiday / vacation,NOT SURE,29.5,70,6380.189695,2
2018,February,2018 2,Germany,Queenstown,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",27,110,6967.977719,1
2018,February,2018 2,India,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",32,8,14191.96048,1
2018,February,2018 2,Israel,Auckland,Holiday / vacation,Backpackers,22,115,7945.705939,1
2018,February,2018 2,Italy,Auckland,Business,House / flat that you paid some rent for,32,93,11707.19109,1
2018,February,2018 2,Italy,Auckland,Holiday / vacation,NOT SURE,32,85,8000,1
2018,February,2018 2,Japan,Auckland,Business,House / flat that you paid some rent for,32,81,5000,1
2018,February,2018 2,Japan,Auckland,Holiday / vacation,Backpackers,32,50,22000,2
2018,February,2018 2,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,47,68,2992.497396,1
2018,February,2018 2,"Korea, Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,57,40,2000,1
2018,February,2018 2,Netherlands,Auckland,Education,House / flat that you paid some rent for,22,84,3835.155934,1
2018,February,2018 2,Netherlands,Christchurch,Education,Staying with family or friends,22,59.5,5888.1883020000005,2
2018,February,2018 2,Poland,Auckland,Holiday / vacation,House / flat that you paid some rent for,32,47,7943.810661,1
2018,February,2018 2,Russia,Auckland,Other,Staying with family or friends,27,88,6000,1
2018,February,2018 2,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,62,84,3500,1
2018,February,2018 2,Sweden,Auckland,Other,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,47,8189.173437,1
2018,February,2018 2,Sweden,Auckland,Visiting friends / relatives,Staying with family or friends,42,79,3000,1
2018,February,2018 2,Switzerland,Auckland,Education,House / flat that you paid some rent for,21,116.5,8624.0100255,2
2018,February,2018 2,Switzerland,Auckland,Holiday / vacation,Backpackers,21.5,79.25,4838.4684964,4
2018,February,2018 2,Switzerland,Christchurch,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",27,84,3500,1
2018,February,2018 2,United States of America,Auckland,Education,Student residence,21.6,100.6,8944.8235376,5
2018,February,2018 2,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,49.5,69.5,5562.5,2
2018,February,2018 2,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,29.5,71,1150,2
2018,February,2018 3,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,37,190,765.4773669,1
2018,February,2018 3,Canada,Auckland,Education,Student residence,22,133,8926.521245,1
2018,February,2018 3,"China, People's Republic of",Christchurch,Education,House / flat that you paid some rent for,22,146,2000,1
2018,February,2018 3,Denmark,Christchurch,Education,House / flat that you paid some rent for,22,159,11668.98395,1
2018,February,2018 3,England,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",27,148,14621.34702,1
2018,February,2018 3,France,Auckland,Business,Farm-stay or Home-stay,22,169,13919.32604,1
2018,February,2018 3,France,Auckland,Holiday / vacation,House / flat that you paid some rent for,27,192,10000,1
2018,February,2018 3,France,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",32,224,4000,1
2018,February,2018 3,France,Christchurch,Visiting friends / relatives,Staying with family or friends,47,125,5000,1
2018,February,2018 3,Germany,Auckland,Education,Staying with family or friends,27,210,17399.15755,1
2018,February,2018 3,Germany,Auckland,Holiday / vacation,Staying with family or friends,27,205,8.699578777,1
2018,February,2018 3,Germany,Auckland,Other,Staying with family or friends,22,190,8654.726205,1
2018,February,2018 3,Ireland,Auckland,Education,Student residence,22,142,13919.32604,1
2018,February,2018 3,Netherlands,Auckland,Holiday / vacation,Backpackers,22,162,14849.36817,1
2018,February,2018 3,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,62,176,106.2557845,1
2018,February,2018 3,Sweden,Auckland,Business,House / flat that you paid some rent for,22,179,10033.32031,1
2018,February,2018 3,Switzerland,Auckland,Holiday / vacation,Backpackers,22,171,10000,1
2018,February,2018 3,United States of America,Auckland,Other,House / flat that you paid some rent for,22,153,17950.85272,1
2018,February,2018 4,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,47,238,650,1
2018,February,2018 4,Hungary,Auckland,Visiting friends / relatives,Staying with family or friends,27,253,2876.441618,1
2018,February,2018 4,South Africa,Auckland,Business,House / flat that you paid some rent for,22,305,5000,1
2018,January,2018 1,Argentina,Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",44.5,5.5,8044.540579,2
2018,January,2018 1,Australia,Auckland,Business,Hotel,47,6,2048.29742795,6
2018,January,2018 1,Australia,Auckland,Conference / convention,Backpackers,47,38,2602.973305,1
2018,January,2018 1,Australia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",43,14.966666666666667,2598.3944315383333,30
2018,January,2018 1,Australia,Auckland,Other,"Motel, Motor Inn or Serviced Apartment",42,8,865.07710165,2
2018,January,2018 1,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,47.34782608695652,11.521739130434783,1504.1881525478261,23
2018,January,2018 1,Australia,Christchurch,Conference / convention,House / flat that you paid some rent for,72,18,2703.365943,1
2018,January,2018 1,Australia,Christchurch,Education,"Motel, Motor Inn or Serviced Apartment",42,14,800,1
2018,January,2018 1,Australia,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",41.9375,14.208333333333334,3139.8963851458334,48
2018,January,2018 1,Australia,Christchurch,Other,"Motel, Motor Inn or Serviced Apartment",55,6,1076.43630118,5
2018,January,2018 1,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,47.714285714285715,11,1568.4909976380952,21
2018,January,2018 1,Australia,Queenstown,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",39.27272727272727,12.454545454545455,4993.821661818181,11
2018,January,2018 1,Australia,Queenstown,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",57,10,1540.918587,1
2018,January,2018 1,Australia,Wellington,Business,"Motel, Motor Inn or Serviced Apartment",39.5,17,2907.70886525,4
2018,January,2018 1,Australia,Wellington,Holiday / vacation,Hotel,38.111111111111114,10.222222222222221,2846.9812362666667,18
2018,January,2018 1,Australia,Wellington,Other,House / flat that you paid some rent for,43.666666666666664,7.333333333333333,3539.956377,3
2018,January,2018 1,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,50.95238095238095,12.476190476190476,1511.7011239928572,21
2018,January,2018 1,Austria,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",57,38,13524.21167,1
2018,January,2018 1,Belgium,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",39.5,22.5,8157.5361095,2
2018,January,2018 1,Brazil,Auckland,Holiday / vacation,Backpackers,32,42,2162.692754,1
2018,January,2018 1,Canada,Auckland,Holiday / vacation,Hotel,51.166666666666664,38.333333333333336,6120.659443166666,18
2018,January,2018 1,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,68.375,32.25,4507.1610175375,8
2018,January,2018 1,Canada,Christchurch,Holiday / vacation,Backpackers,52,20.666666666666668,7253.948485,3
2018,January,2018 1,Canada,Christchurch,Visiting friends / relatives,"Youth Hostel, YMCA, YWCA",67,7,4003.107501,1
2018,January,2018 1,Canada,Queenstown,Holiday / vacation,Hotel,55.333333333333336,15.666666666666666,2719.359939533333,3
2018,January,2018 1,Canada,Wellington,Holiday / vacation,Hotel,42,10,2133.333333,1
2018,January,2018 1,Channel Islands,Auckland,Visiting friends / relatives,Staying with family or friends,72,72,5600,1
2018,January,2018 1,Chile,Auckland,Visiting friends / relatives,Backpackers,27,20,1500,1
2018,January,2018 1,"China, People's Republic of",Auckland,Business,A house you own,34.5,9,4703.8712995000005,2
2018,January,2018 1,"China, People's Republic of",Auckland,Holiday / vacation,Hotel,34.86363636363637,13.272727272727273,4639.075970909091,22
2018,January,2018 1,"China, People's Republic of",Auckland,Other,Staying with family or friends,37,13,2000,1
2018,January,2018 1,"China, People's Republic of",Auckland,Visiting friends / relatives,Hotel,37,17.5,4077.9788930000004,2
2018,January,2018 1,"China, People's Republic of",Christchurch,Holiday / vacation,House / flat that you paid some rent for,30.75,9.75,5069.009044,4
2018,January,2018 1,Colombia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",32,6,1622.019566,1
2018,January,2018 1,Czech Republic,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,27,191.5,13518.7343185,2
2018,January,2018 1,Czech Republic,Christchurch,Holiday / vacation,Hotel,22,16,5071.579378,1
2018,January,2018 1,Denmark,Auckland,Holiday / vacation,Backpackers,40.333333333333336,28.333333333333332,3889.7536148931667,6
2018,January,2018 1,Denmark,Christchurch,Holiday / vacation,Hotel,58.42857142857143,32.57142857142857,8093.222575967714,7
2018,January,2018 1,England,Auckland,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",62,18,2201.095662,1
2018,January,2018 1,England,Auckland,Holiday / vacation,Hotel,55.096774193548384,26.677419354838708,5139.007791544645,31
2018,January,2018 1,England,Auckland,Visiting friends / relatives,Staying with family or friends,58.607142857142854,27.928571428571427,4392.186077346429,28
2018,January,2018 1,England,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",56.76190476190476,23.071428571428573,7220.6641785455,42
2018,January,2018 1,England,Christchurch,Visiting friends / relatives,Staying with family or friends,63.44444444444444,26.666666666666668,4084.6826586666666,9
2018,January,2018 1,England,Queenstown,Holiday / vacation,House / flat that you paid some rent for,67,41,6694.7749095,2
2018,January,2018 1,England,Wellington,Holiday / vacation,Hotel,62,18,5550.5890595,2
2018,January,2018 1,England,Wellington,Visiting friends / relatives,Staying with family or friends,59,24.8,4260.612341399999,5
2018,January,2018 1,Estonia,Auckland,Holiday / vacation,NOT SURE,42,22,4226.316148,1
2018,January,2018 1,Finland,Auckland,Holiday / vacation,Another place where you pay to park a caravan or campervan / motorhome overnight,27,21,3212.000273,1
2018,January,2018 1,Finland,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",27,12,4226.316148,1
2018,January,2018 1,Finland,Wellington,Holiday / vacation,Private Hotel / Guesthouse,37,6,507.1579378,1
2018,January,2018 1,France,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37.55555555555556,25.38888888888889,5428.286772716667,18
2018,January,2018 1,France,Auckland,Visiting friends / relatives,Staying with family or friends,72,28,5909.68467,1
2018,January,2018 1,France,Christchurch,Holiday / vacation,Hotel,45.75,17,8036.67559875,4
2018,January,2018 1,France,Wellington,Visiting friends / relatives,Staying with family or friends,67,32,3328.631751,1
2018,January,2018 1,Germany,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",44.5,30,3705.45683165,2
2018,January,2018 1,Germany,Auckland,Education,House / flat that you paid some rent for,67,39,6762.105837,1
2018,January,2018 1,Germany,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",46.142857142857146,37.65714285714286,8214.632861706286,35
2018,January,2018 1,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,54,41,8415.6848062,5
2018,January,2018 1,Germany,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",45.31818181818182,30.636363636363637,7331.701534727273,22
2018,January,2018 1,Germany,Wellington,Visiting friends / relatives,Staying with family or friends,27,21,1352.421167,1
2018,January,2018 1,Hong Kong (Special Administrative Region),Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",37,10,4833.576835,2
2018,January,2018 1,Hong Kong (Special Administrative Region),Christchurch,Holiday / vacation,Hotel,39.5,13.5,5548.6132405,2
2018,January,2018 1,India,Christchurch,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",39.5,11.5,9619.9649485,2
2018,January,2018 1,India,Queenstown,Holiday / vacation,Hotel,40,7,9351.079956,1
2018,January,2018 1,Indonesia,Auckland,Holiday / vacation,Hotel,57,9,25000,1
2018,January,2018 1,Ireland,Auckland,Holiday / vacation,Backpackers,27,13,5240.632024,1
2018,January,2018 1,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,67,12,1352.421167,1
2018,January,2018 1,Ireland,Christchurch,Holiday / vacation,Hotel,52,13.5,7484.072042,2
2018,January,2018 1,Ireland,Christchurch,Visiting friends / relatives,Staying with family or friends,62,40,8612.983023,1
2018,January,2018 1,Isle of Man,Christchurch,Holiday / vacation,Backpackers,52,33,4900,1
2018,January,2018 1,Israel,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",67,20,9285.85,1
2018,January,2018 1,Israel,Christchurch,Holiday / vacation,Backpackers,27,44,4976.7593,2
2018,January,2018 1,Italy,Auckland,Business,Yacht or other boat,32,4,2873.894981,1
2018,January,2018 1,Italy,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",42,21,5494.210993000001,2
2018,January,2018 1,Italy,Christchurch,Holiday / vacation,Hotel,57,12,8.452632297,1
2018,January,2018 1,Japan,Auckland,Business,Hotel,37,17.8,6019.459117400001,5
